SalesKey,DateKey,CustomerKey,ProductKey,Quantity,SalesAmount
942,20250520,113,1,5,4235
943,20230804,150,11,3,4206
944,20230114,4,2,1,1256
945,20231104,145,2,2,2512
946,20251130,172,16,4,5156
947,20250213,58,6,4,588
948,20230328,112,1,5,4235
949,20230608,70,17,4,4636
950,20250703,167,2,5,6280
951,20230311,192,15,3,2805
952,20231130,140,7,3,1374
953,20240220,37,17,3,3477
954,20231026,60,17,5,5795
955,20230323,199,10,5,4130
956,20250520,107,3,5,5160
957,20250828,25,3,1,1032
958,20241120,73,15,5,4675
959,20230609,22,16,2,2578
960,20231212,185,2,2,2512
961,20250523,40,4,5,3150
962,20241123,188,5,3,951
963,20251218,89,7,3,1374
964,20251213,145,5,4,1268
965,20240922,169,17,3,3477
966,20250221,132,13,2,2998
967,20231017,41,7,1,458
968,20240123,37,20,3,3141
969,20240502,41,10,3,2478
970,20250307,139,3,4,4128
971,20251206,169,5,4,1268
972,20241029,173,19,4,4472
973,20250408,32,19,5,5590
974,20231214,96,15,4,3740
975,20230617,145,14,1,1080
976,20241205,159,11,3,4206
977,20250309,121,8,1,132
978,20250424,63,19,4,4472
979,20241221,150,4,4,2520
980,20230523,14,10,4,3304
981,20240129,93,4,1,630
982,20251227,93,19,5,5590
983,20240429,193,12,5,4455
984,20251129,3,17,4,4636
985,20241029,6,17,3,3477
986,20240314,135,9,2,2960
987,20250416,169,15,1,935
988,20241115,130,10,2,1652
989,20230819,125,20,4,4188
990,20250213,165,18,5,4865
991,20250802,13,14,3,3240
992,20250211,163,2,3,3768
993,20241117,170,5,4,1268
994,20240801,92,5,3,951
995,20240814,97,14,2,2160
996,20250602,189,17,1,1159
997,20250319,182,20,4,4188
998,20240911,48,15,4,3740
999,20250505,174,17,1,1159
1000,20240529,72,5,4,1268
